disease,n,p,k,temperature,humidity,severity_level,remedy_with_remedy_capacity
Root Rot,176,126,176,37.7,50,Moderate,264
Root Rot,165,115,165,36.6,50,Moderate,265
Root Rot,166,116,166,36.7,51,Moderate,265
Root Rot,167,117,167,36.8,52,Moderate,265
Root Rot,168,118,168,36.9,53,Moderate,265
Root Rot,169,119,169,37,54,Moderate,265
Root Rot,170,120,170,37.1,55,Moderate,265
Root Rot,159,109,159,36,55,Moderate,266
Root Rot,160,110,160,36.1,56,Moderate,266
Root Rot,161,111,161,36.2,57,Moderate,266
Root Rot,162,112,162,36.3,58,Moderate,266
Root Rot,163,113,163,36.4,59,Moderate,266
Root Rot,164,114,164,36.5,60,Moderate,266
Root Rot,153,103,153,35.4,60,Moderate,267
Root Rot,154,104,154,35.5,50,Moderate,267
Root Rot,155,105,155,35.6,51,Moderate,267
Root Rot,156,106,156,35.7,52,Moderate,267
Root Rot,157,107,157,35.8,53,Moderate,267
Root Rot,158,108,158,35.9,54,Moderate,267
Root Rot,198,148,198,34.8,54,Moderate,268
Root Rot,199,149,199,34.9,55,Moderate,268
Root Rot,200,150,200,35,56,Moderate,268
Root Rot,150,100,150,35.1,57,Moderate,268
Root Rot,151,101,151,35.2,58,Moderate,268
Root Rot,152,102,152,35.3,59,Moderate,268
Root Rot,195,145,195,24.6,58,Moderate,269
Root Rot,196,146,196,24.7,59,Moderate,269
Root Rot,197,147,197,24.8,60,Moderate,269
Root Rot,198,148,198,24.9,50,Moderate,269
Root Rot,199,149,199,25,51,Moderate,269
Root Rot,192,142,192,34.2,59,Moderate,269
Root Rot,193,143,193,34.3,60,Moderate,269
Root Rot,194,144,194,34.4,50,Moderate,269
Root Rot,195,145,195,34.5,51,Moderate,269
Root Rot,196,146,196,34.6,52,Moderate,269
Root Rot,197,147,197,34.7,53,Moderate,269
Root Rot,189,139,189,24,52,Moderate,270
Root Rot,190,140,190,24.1,53,Moderate,270
Root Rot,191,141,191,24.2,54,Moderate,270
Root Rot,192,142,192,24.3,55,Moderate,270
Root Rot,193,143,193,24.4,56,Moderate,270
Root Rot,194,144,194,24.5,57,Moderate,270
Root Rot,186,136,186,33.6,53,Moderate,270
Root Rot,187,137,187,33.7,54,Moderate,270
Root Rot,188,138,188,33.8,55,Moderate,270
Root Rot,189,139,189,33.9,56,Moderate,270
Root Rot,190,140,190,34,57,Moderate,270
Root Rot,191,141,191,34.1,58,Moderate,270
Root Rot,183,133,183,23.4,57,Moderate,271
Root Rot,184,134,184,23.5,58,Moderate,271
Root Rot,185,135,185,23.6,59,Moderate,271
Root Rot,186,136,186,23.7,60,Moderate,271
Root Rot,187,137,187,23.8,50,Moderate,271
Root Rot,188,138,188,23.9,51,Moderate,271
Root Rot,180,130,180,33,58,Moderate,271
Root Rot,181,131,181,33.1,59,Moderate,271
Root Rot,182,132,182,33.2,60,Moderate,271
Root Rot,183,133,183,33.3,50,Moderate,271
Root Rot,184,134,184,33.4,51,Moderate,271
Root Rot,185,135,185,33.5,52,Moderate,271
Root Rot,177,127,177,22.8,51,Moderate,272
Root Rot,178,128,178,22.9,52,Moderate,272
Root Rot,179,129,179,23,53,Moderate,272
Root Rot,180,130,180,23.1,54,Moderate,272
Root Rot,181,131,181,23.2,55,Moderate,272
Root Rot,182,132,182,23.3,56,Moderate,272
Root Rot,171,121,171,22.2,56,Moderate,273
Root Rot,172,122,172,22.3,57,Moderate,273
Root Rot,173,123,173,22.4,58,Moderate,273
Root Rot,174,124,174,22.5,59,Moderate,273
Root Rot,175,125,175,22.6,60,Moderate,273
Root Rot,176,126,176,22.7,50,Moderate,273
Root Rot,174,124,174,32.4,52,Moderate,273
Root Rot,175,125,175,32.5,53,Moderate,273
Root Rot,176,126,176,32.6,54,Moderate,273
Root Rot,177,127,177,32.7,55,Moderate,273
Root Rot,178,128,178,32.8,56,Moderate,273
Root Rot,179,129,179,32.9,57,Moderate,273
Root Rot,168,118,168,31.8,57,Moderate,274
Root Rot,169,119,169,31.9,58,Moderate,274
Root Rot,170,120,170,32,59,Moderate,274
Root Rot,171,121,171,32.1,60,Moderate,274
Root Rot,172,122,172,32.2,50,Moderate,274
Root Rot,173,123,173,32.3,51,Moderate,274
Root Rot,165,115,165,21.6,50,Moderate,275
Root Rot,166,116,166,21.7,51,Moderate,275
Root Rot,167,117,167,21.8,52,Moderate,275
Root Rot,168,118,168,21.9,53,Moderate,275
Root Rot,169,119,169,22,54,Moderate,275
Root Rot,170,120,170,22.1,55,Moderate,275
Root Rot,162,112,162,31.2,51,Moderate,275
Root Rot,163,113,163,31.3,52,Moderate,275
Root Rot,164,114,164,31.4,53,Moderate,275
Root Rot,165,115,165,31.5,54,Moderate,275
Root Rot,166,116,166,31.6,55,Moderate,275
Root Rot,167,117,167,31.7,56,Moderate,275
Root Rot,159,109,159,21,55,Moderate,276
Root Rot,160,110,160,21.1,56,Moderate,276
Root Rot,161,111,161,21.2,57,Moderate,276
Root Rot,162,112,162,21.3,58,Moderate,276
Root Rot,163,113,163,21.4,59,Moderate,276
Root Rot,164,114,164,21.5,60,Moderate,276
Root Rot,156,106,156,30.6,56,Moderate,276
Root Rot,157,107,157,30.7,57,Moderate,276
Root Rot,158,108,158,30.8,58,Moderate,276
Root Rot,159,109,159,30.9,59,Moderate,276
Root Rot,160,110,160,31,60,Moderate,276
Root Rot,161,111,161,31.1,50,Moderate,276
Root Rot,153,103,153,20.4,60,Moderate,277
Root Rot,154,104,154,20.5,50,Moderate,277
Root Rot,155,105,155,20.6,51,Moderate,277
Root Rot,156,106,156,20.7,52,Moderate,277
Root Rot,157,107,157,20.8,53,Moderate,277
Root Rot,158,108,158,20.9,54,Moderate,277
Root Rot,150,100,150,30,50,Moderate,277
Root Rot,151,101,151,30.1,51,Moderate,277
Root Rot,152,102,152,30.2,52,Moderate,277
Root Rot,153,103,153,30.3,53,Moderate,277
Root Rot,154,104,154,30.4,54,Moderate,277
Root Rot,155,105,155,30.5,55,Moderate,277
Root Rot,198,148,198,19.8,54,Moderate,278
Root Rot,199,149,199,19.9,55,Moderate,278
Root Rot,200,150,200,20,56,Moderate,278
Root Rot,150,100,150,20.1,57,Moderate,278
Root Rot,151,101,151,20.2,58,Moderate,278
Root Rot,152,102,152,20.3,59,Moderate,278
Root Rot,192,142,192,19.2,59,Moderate,279
Root Rot,193,143,193,19.3,60,Moderate,279
Root Rot,194,144,194,19.4,50,Moderate,279
Root Rot,195,145,195,19.5,51,Moderate,279
Root Rot,196,146,196,19.6,52,Moderate,279
Root Rot,197,147,197,19.7,53,Moderate,279
Root Rot,186,136,186,18.6,53,Moderate,279
Root Rot,187,137,187,18.7,54,Moderate,279
Root Rot,188,138,188,18.8,55,Moderate,279
Root Rot,189,139,189,18.9,56,Moderate,279
Root Rot,190,140,190,19,57,Moderate,279
Root Rot,191,141,191,19.1,58,Moderate,279
Root Rot,180,130,180,18,58,Moderate,280
Root Rot,181,131,181,18.1,59,Moderate,280
Root Rot,182,132,182,18.2,60,Moderate,280
Root Rot,183,133,183,18.3,50,Moderate,280
Root Rot,184,134,184,18.4,51,Moderate,280
Root Rot,185,135,185,18.5,52,Moderate,280
Root Rot,174,124,174,17.4,52,Moderate,281
Root Rot,175,125,175,17.5,53,Moderate,281
Root Rot,176,126,176,17.6,54,Moderate,281
Root Rot,177,127,177,17.7,55,Moderate,281
Root Rot,178,128,178,17.8,56,Moderate,281
Root Rot,179,129,179,17.9,57,Moderate,281
Root Rot,168,118,168,16.8,57,Moderate,282
Root Rot,169,119,169,16.9,58,Moderate,282
Root Rot,170,120,170,17,59,Moderate,282
Root Rot,171,121,171,17.1,60,Moderate,282
Root Rot,172,122,172,17.2,50,Moderate,282
Root Rot,173,123,173,17.3,51,Moderate,282
Root Rot,162,112,162,16.2,51,Moderate,283
Root Rot,163,113,163,16.3,52,Moderate,283
Root Rot,164,114,164,16.4,53,Moderate,283
Root Rot,165,115,165,16.5,54,Moderate,283
Root Rot,166,116,166,16.6,55,Moderate,283
Root Rot,167,117,167,16.7,56,Moderate,283
Root Rot,156,106,156,15.6,56,Moderate,284
Root Rot,157,107,157,15.7,57,Moderate,284
Root Rot,158,108,158,15.8,58,Moderate,284
Root Rot,159,109,159,15.9,59,Moderate,284
Root Rot,160,110,160,16,60,Moderate,284
Root Rot,161,111,161,16.1,50,Moderate,284
Root Rot,150,100,150,15,50,Moderate,285
Root Rot,151,101,151,15.1,51,Moderate,285
Root Rot,152,102,152,15.2,52,Moderate,285
Root Rot,153,103,153,15.3,53,Moderate,285
Root Rot,154,104,154,15.4,54,Moderate,285
Root Rot,155,105,155,15.5,55,Moderate,285
Salinity Stress,177,127,177,27.8,51,Moderate,286
Salinity Stress,178,128,178,27.9,52,Moderate,286
Salinity Stress,179,129,179,28,53,Moderate,286
Salinity Stress,180,130,180,28.1,54,Moderate,286
Salinity Stress,181,131,181,28.2,55,Moderate,286
Salinity Stress,182,132,182,28.3,56,Moderate,286
Salinity Stress,183,133,183,28.4,57,Moderate,286
Salinity Stress,184,134,184,28.5,58,Moderate,286
Salinity Stress,185,135,185,28.6,59,Moderate,286
Salinity Stress,186,136,186,28.7,60,Moderate,286
Salinity Stress,187,137,187,28.8,50,Moderate,286
Salinity Stress,188,138,188,28.9,51,Moderate,286
Salinity Stress,189,139,189,29,52,Moderate,286
Salinity Stress,190,140,190,29.1,53,Moderate,286
Salinity Stress,191,141,191,29.2,54,Moderate,286
Salinity Stress,192,142,192,29.3,55,Moderate,286
Salinity Stress,193,143,193,29.4,56,Moderate,286
Salinity Stress,194,144,194,29.5,57,Moderate,286
Salinity Stress,195,145,195,29.6,58,Moderate,286
Salinity Stress,196,146,196,29.7,59,Moderate,286
Salinity Stress,197,147,197,29.8,60,Moderate,286
Salinity Stress,198,148,198,29.9,50,Moderate,286
Salinity Stress,199,149,199,30,51,Moderate,286
Salinity Stress,165,115,165,26.6,50,Moderate,287
Salinity Stress,166,116,166,26.7,51,Moderate,287
Salinity Stress,167,117,167,26.8,52,Moderate,287
Salinity Stress,168,118,168,26.9,53,Moderate,287
Salinity Stress,169,119,169,27,54,Moderate,287
Salinity Stress,170,120,170,27.1,55,Moderate,287
Salinity Stress,171,121,171,27.2,56,Moderate,287
Salinity Stress,172,122,172,27.3,57,Moderate,287
Salinity Stress,173,123,173,27.4,58,Moderate,287
Salinity Stress,174,124,174,27.5,59,Moderate,287
Salinity Stress,175,125,175,27.6,60,Moderate,287
Salinity Stress,176,126,176,27.7,50,Moderate,287
Salinity Stress,155,105,155,25.6,51,Moderate,288
Salinity Stress,156,106,156,25.7,52,Moderate,288
Salinity Stress,157,107,157,25.8,53,Moderate,288
Salinity Stress,158,108,158,25.9,54,Moderate,288
Salinity Stress,159,109,159,26,55,Moderate,288
Salinity Stress,160,110,160,26.1,56,Moderate,288
Salinity Stress,161,111,161,26.2,57,Moderate,288
Salinity Stress,162,112,162,26.3,58,Moderate,288
Salinity Stress,163,113,163,26.4,59,Moderate,288
Salinity Stress,164,114,164,26.5,60,Moderate,288
Salinity Stress,197,147,197,24.7,53,Moderate,289
Salinity Stress,198,148,198,24.8,54,Moderate,289
Salinity Stress,199,149,199,24.9,55,Moderate,289
Salinity Stress,200,150,200,25,56,Moderate,289
Salinity Stress,150,100,150,25.1,57,Moderate,289
Salinity Stress,151,101,151,25.2,58,Moderate,289
Salinity Stress,152,102,152,25.3,59,Moderate,289
Salinity Stress,153,103,153,25.4,60,Moderate,289
Salinity Stress,154,104,154,25.5,50,Moderate,289
Salinity Stress,190,140,190,24,57,Moderate,290
Salinity Stress,191,141,191,24.1,58,Moderate,290
Salinity Stress,192,142,192,24.2,59,Moderate,290
Salinity Stress,193,143,193,24.3,60,Moderate,290
Salinity Stress,194,144,194,24.4,50,Moderate,290
Salinity Stress,195,145,195,24.5,51,Moderate,290
Salinity Stress,196,146,196,24.6,52,Moderate,290
Salinity Stress,184,134,184,23.4,51,Moderate,291
Salinity Stress,185,135,185,23.5,52,Moderate,291
Salinity Stress,186,136,186,23.6,53,Moderate,291
Salinity Stress,187,137,187,23.7,54,Moderate,291
Salinity Stress,188,138,188,23.8,55,Moderate,291
Salinity Stress,189,139,189,23.9,56,Moderate,291
Salinity Stress,178,128,178,22.8,56,Moderate,292
Salinity Stress,179,129,179,22.9,57,Moderate,292
Salinity Stress,180,130,180,23,58,Moderate,292
Salinity Stress,181,131,181,23.1,59,Moderate,292
Salinity Stress,182,132,182,23.2,60,Moderate,292
Salinity Stress,183,133,183,23.3,50,Moderate,292
Salinity Stress,171,121,171,22.1,60,Moderate,293
Salinity Stress,172,122,172,22.2,50,Moderate,293
Salinity Stress,173,123,173,22.3,51,Moderate,293
Salinity Stress,174,124,174,22.4,52,Moderate,293
Salinity Stress,175,125,175,22.5,53,Moderate,293
Salinity Stress,176,126,176,22.6,54,Moderate,293
Salinity Stress,177,127,177,22.7,55,Moderate,293
Salinity Stress,161,111,161,21.1,50,Moderate,294
Salinity Stress,162,112,162,21.2,51,Moderate,294
Salinity Stress,163,113,163,21.3,52,Moderate,294
Salinity Stress,164,114,164,21.4,53,Moderate,294
Salinity Stress,165,115,165,21.5,54,Moderate,294
Salinity Stress,166,116,166,21.6,55,Moderate,294
Salinity Stress,167,117,167,21.7,56,Moderate,294
Salinity Stress,168,118,168,21.8,57,Moderate,294
Salinity Stress,169,119,169,21.9,58,Moderate,294
Salinity Stress,170,120,170,22,59,Moderate,294
Salinity Stress,150,100,150,20,50,Moderate,295
Salinity Stress,151,101,151,20.1,51,Moderate,295
Salinity Stress,152,102,152,20.2,52,Moderate,295
Salinity Stress,153,103,153,20.3,53,Moderate,295
Salinity Stress,154,104,154,20.4,54,Moderate,295
Salinity Stress,155,105,155,20.5,55,Moderate,295
Salinity Stress,156,106,156,20.6,56,Moderate,295
Salinity Stress,157,107,157,20.7,57,Moderate,295
Salinity Stress,158,108,158,20.8,58,Moderate,295
Salinity Stress,159,109,159,20.9,59,Moderate,295
Salinity Stress,160,110,160,21,60,Moderate,295
Powdery Mildew,75,35,75,30,60,Moderate,296
Powdery Mildew,75,35,75,30,90,Moderate,296
Powdery Mildew,75,35,75,30,40,Moderate,296
Bacterial Wilt,75,35,75,30,60,Moderate,334
Canker Diseases,75,35,75,30,60,Moderate,335
Cercospora Leaf Blight,75,35,75,75,60,Moderate,336
Nematode Infestations,75,35,75,75,60,Moderate,337
Nematode Infestations,75,35,75,75,60,Moderate,337
Powdery Mildew,193,143,193,24.4,56,Moderate,364
Powdery Mildew,194,144,194,24.5,57,Moderate,364
Powdery Mildew,195,145,195,24.6,58,Moderate,364
Powdery Mildew,196,146,196,24.7,59,Moderate,364
Powdery Mildew,197,147,197,24.8,60,Moderate,364
Powdery Mildew,198,148,198,24.9,50,Moderate,364
Powdery Mildew,199,149,199,25,51,Moderate,364
Powdery Mildew,183,133,183,23.4,57,Moderate,365
Powdery Mildew,184,134,184,23.5,58,Moderate,365
Powdery Mildew,185,135,185,23.6,59,Moderate,365
Powdery Mildew,186,136,186,23.7,60,Moderate,365
Powdery Mildew,187,137,187,23.8,50,Moderate,365
Powdery Mildew,188,138,188,23.9,51,Moderate,365
Powdery Mildew,189,139,189,24,52,Moderate,365
Powdery Mildew,190,140,190,24.1,53,Moderate,365
Powdery Mildew,191,141,191,24.2,54,Moderate,365
Powdery Mildew,192,142,192,24.3,55,Moderate,365
Powdery Mildew,171,121,171,22.2,56,Moderate,366
Powdery Mildew,172,122,172,22.3,57,Moderate,366
Powdery Mildew,173,123,173,22.4,58,Moderate,366
Powdery Mildew,174,124,174,22.5,59,Moderate,366
Powdery Mildew,175,125,175,22.6,60,Moderate,366
Powdery Mildew,176,126,176,22.7,50,Moderate,366
Powdery Mildew,177,127,177,22.8,51,Moderate,366
Powdery Mildew,178,128,178,22.9,52,Moderate,366
Powdery Mildew,179,129,179,23,53,Moderate,366
Powdery Mildew,180,130,180,23.1,54,Moderate,366
Powdery Mildew,181,131,181,23.2,55,Moderate,366
Powdery Mildew,182,132,182,23.3,56,Moderate,366
Powdery Mildew,159,109,159,21,55,Moderate,367
Powdery Mildew,160,110,160,21.1,56,Moderate,367
Powdery Mildew,161,111,161,21.2,57,Moderate,367
Powdery Mildew,162,112,162,21.3,58,Moderate,367
Powdery Mildew,163,113,163,21.4,59,Moderate,367
Powdery Mildew,164,114,164,21.5,60,Moderate,367
Powdery Mildew,165,115,165,21.6,50,Moderate,367
Powdery Mildew,166,116,166,21.7,51,Moderate,367
Powdery Mildew,167,117,167,21.8,52,Moderate,367
Powdery Mildew,168,118,168,21.9,53,Moderate,367
Powdery Mildew,169,119,169,22,54,Moderate,367
Powdery Mildew,170,120,170,22.1,55,Moderate,367
Powdery Mildew,198,148,198,19.8,54,Moderate,368
Powdery Mildew,199,149,199,19.9,55,Moderate,368
Powdery Mildew,200,150,200,20,56,Moderate,368
Powdery Mildew,150,100,150,20.1,57,Moderate,368
Powdery Mildew,151,101,151,20.2,58,Moderate,368
Powdery Mildew,152,102,152,20.3,59,Moderate,368
Powdery Mildew,153,103,153,20.4,60,Moderate,368
Powdery Mildew,154,104,154,20.5,50,Moderate,368
Powdery Mildew,155,105,155,20.6,51,Moderate,368
Powdery Mildew,156,106,156,20.7,52,Moderate,368
Powdery Mildew,157,107,157,20.8,53,Moderate,368
Powdery Mildew,158,108,158,20.9,54,Moderate,368
Powdery Mildew,186,136,186,18.6,53,Moderate,369
Powdery Mildew,187,137,187,18.7,54,Moderate,369
Powdery Mildew,188,138,188,18.8,55,Moderate,369
Powdery Mildew,189,139,189,18.9,56,Moderate,369
Powdery Mildew,190,140,190,19,57,Moderate,369
Powdery Mildew,191,141,191,19.1,58,Moderate,369
Powdery Mildew,192,142,192,19.2,59,Moderate,369
Powdery Mildew,193,143,193,19.3,60,Moderate,369
Powdery Mildew,194,144,194,19.4,50,Moderate,369
Powdery Mildew,195,145,195,19.5,51,Moderate,369
Powdery Mildew,196,146,196,19.6,52,Moderate,369
Powdery Mildew,197,147,197,19.7,53,Moderate,369
Powdery Mildew,174,124,174,17.4,52,Moderate,370
Powdery Mildew,175,125,175,17.5,53,Moderate,370
Powdery Mildew,176,126,176,17.6,54,Moderate,370
Powdery Mildew,177,127,177,17.7,55,Moderate,370
Powdery Mildew,178,128,178,17.8,56,Moderate,370
Powdery Mildew,179,129,179,17.9,57,Moderate,370
Powdery Mildew,180,130,180,18,58,Moderate,370
Powdery Mildew,181,131,181,18.1,59,Moderate,370
Powdery Mildew,182,132,182,18.2,60,Moderate,370
Powdery Mildew,183,133,183,18.3,50,Moderate,370
Powdery Mildew,184,134,184,18.4,51,Moderate,370
Powdery Mildew,185,135,185,18.5,52,Moderate,370
Powdery Mildew,162,112,162,16.2,51,Moderate,371
Powdery Mildew,163,113,163,16.3,52,Moderate,371
Powdery Mildew,164,114,164,16.4,53,Moderate,371
Powdery Mildew,165,115,165,16.5,54,Moderate,371
Powdery Mildew,166,116,166,16.6,55,Moderate,371
Powdery Mildew,167,117,167,16.7,56,Moderate,371
Powdery Mildew,168,118,168,16.8,57,Moderate,371
Powdery Mildew,169,119,169,16.9,58,Moderate,371
Powdery Mildew,170,120,170,17,59,Moderate,371
Powdery Mildew,171,121,171,17.1,60,Moderate,371
Powdery Mildew,172,122,172,17.2,50,Moderate,371
Powdery Mildew,173,123,173,17.3,51,Moderate,371
Powdery Mildew,150,100,150,15,50,Moderate,372
Powdery Mildew,151,101,151,15.1,51,Moderate,372
Powdery Mildew,152,102,152,15.2,52,Moderate,372
Powdery Mildew,153,103,153,15.3,53,Moderate,372
Powdery Mildew,154,104,154,15.4,54,Moderate,372
Powdery Mildew,155,105,155,15.5,55,Moderate,372
Powdery Mildew,156,106,156,15.6,56,Moderate,372
Powdery Mildew,157,107,157,15.7,57,Moderate,372
Powdery Mildew,158,108,158,15.8,58,Moderate,372
Powdery Mildew,159,109,159,15.9,59,Moderate,372
Powdery Mildew,160,110,160,16,60,Moderate,372
Powdery Mildew,161,111,161,16.1,50,Moderate,372
Salinity Stress,75,35,75,30,60,Moderate,385
Salinity Stress,50,35,50,30,40,Moderate,385
Waterlogging,75,35,75,30,40,Moderate,385
Waterlogging,75,35,75,30,70,Moderate,385
Rust Disease,50,25,50,85,70,Severe,21
Cercospora Leaf Blight,50,25,50,35,70,Severe,23
Nematode Infestations,50,25,50,35,70,Severe,26
Nutrient Deficiency,0,0,0,35,70,Severe,38
Nutrient Deficiency,25,25,25,35,50,Severe,38
Nutrient Deficiency,50,25,25,35,70,Severe,41
Nutrient Deficiency,50,25,25,35,50,Severe,41
Nutrient Deficiency,50,50,25,35,70,Severe,44
Nutrient Deficiency,50,50,25,35,50,Severe,44
Nutrient Deficiency,243,193,243,29.4,46,Severe,116
Nutrient Deficiency,244,194,244,29.5,47,Severe,116
Nutrient Deficiency,245,195,245,29.6,48,Severe,116
Nutrient Deficiency,246,196,246,29.7,49,Severe,116
Nutrient Deficiency,247,197,247,29.8,50,Severe,116
Nutrient Deficiency,248,198,248,29.9,40,Severe,116
Nutrient Deficiency,249,199,249,30,41,Severe,116
Nutrient Deficiency,231,181,231,28.2,45,Severe,117
Nutrient Deficiency,232,182,232,28.3,46,Severe,117
Nutrient Deficiency,233,183,233,28.4,47,Severe,117
Nutrient Deficiency,234,184,234,28.5,48,Severe,117
Nutrient Deficiency,235,185,235,28.6,49,Severe,117
Nutrient Deficiency,236,186,236,28.7,50,Severe,117
Nutrient Deficiency,237,187,237,28.8,40,Severe,117
Nutrient Deficiency,238,188,238,28.9,41,Severe,117
Nutrient Deficiency,239,189,239,29,42,Severe,117
Nutrient Deficiency,240,190,240,29.1,43,Severe,117
Nutrient Deficiency,241,191,241,29.2,44,Severe,117
Nutrient Deficiency,242,192,242,29.3,45,Severe,117
Nutrient Deficiency,221,171,221,27.2,46,Severe,118
Nutrient Deficiency,222,172,222,27.3,47,Severe,118
Nutrient Deficiency,223,173,223,27.4,48,Severe,118
Nutrient Deficiency,224,174,224,27.5,49,Severe,118
Nutrient Deficiency,225,175,225,27.6,50,Severe,118
Nutrient Deficiency,226,176,226,27.7,40,Severe,118
Nutrient Deficiency,227,177,227,27.8,41,Severe,118
Nutrient Deficiency,228,178,228,27.9,42,Severe,118
Nutrient Deficiency,229,179,229,28,43,Severe,118
Nutrient Deficiency,230,180,230,28.1,44,Severe,118
Nutrient Deficiency,212,162,212,26.3,48,Severe,119
Nutrient Deficiency,213,163,213,26.4,49,Severe,119
Nutrient Deficiency,214,164,214,26.5,50,Severe,119
Nutrient Deficiency,215,165,215,26.6,40,Severe,119
Nutrient Deficiency,216,166,216,26.7,41,Severe,119
Nutrient Deficiency,217,167,217,26.8,42,Severe,119
Nutrient Deficiency,218,168,218,26.9,43,Severe,119
Nutrient Deficiency,219,169,219,27,44,Severe,119
Nutrient Deficiency,220,170,220,27.1,45,Severe,119
Nutrient Deficiency,200,150,200,25.1,47,Severe,120
Nutrient Deficiency,201,151,201,25.2,48,Severe,120
Nutrient Deficiency,202,152,202,25.3,49,Severe,120
Nutrient Deficiency,203,153,203,25.4,50,Severe,120
Nutrient Deficiency,204,154,204,25.5,40,Severe,120
Nutrient Deficiency,205,155,205,25.6,41,Severe,120
Nutrient Deficiency,206,156,206,25.7,42,Severe,120
Nutrient Deficiency,207,157,207,25.8,43,Severe,120
Nutrient Deficiency,208,158,208,25.9,44,Severe,120
Nutrient Deficiency,209,159,209,26,45,Severe,120
Nutrient Deficiency,210,160,210,26.1,46,Severe,120
Nutrient Deficiency,211,161,211,26.2,47,Severe,120
Nutrient Deficiency,241,191,241,24.1,48,Severe,121
Nutrient Deficiency,242,192,242,24.2,49,Severe,121
Nutrient Deficiency,243,193,243,24.3,50,Severe,121
Nutrient Deficiency,244,194,244,24.4,40,Severe,121
Nutrient Deficiency,245,195,245,24.5,41,Severe,121
Nutrient Deficiency,246,196,246,24.6,42,Severe,121
Nutrient Deficiency,247,197,247,24.7,43,Severe,121
Nutrient Deficiency,248,198,248,24.8,44,Severe,121
Nutrient Deficiency,249,199,249,24.9,45,Severe,121
Nutrient Deficiency,250,200,250,25,46,Severe,121
Nutrient Deficiency,232,182,232,23.2,50,Severe,122
Nutrient Deficiency,233,183,233,23.3,40,Severe,122
Nutrient Deficiency,234,184,234,23.4,41,Severe,122
Nutrient Deficiency,235,185,235,23.5,42,Severe,122
Nutrient Deficiency,236,186,236,23.6,43,Severe,122
Nutrient Deficiency,237,187,237,23.7,44,Severe,122
Nutrient Deficiency,238,188,238,23.8,45,Severe,122
Nutrient Deficiency,239,189,239,23.9,46,Severe,122
Nutrient Deficiency,240,190,240,24,47,Severe,122
Nutrient Deficiency,223,173,223,22.3,41,Severe,123
Nutrient Deficiency,224,174,224,22.4,42,Severe,123
Nutrient Deficiency,225,175,225,22.5,43,Severe,123
Nutrient Deficiency,226,176,226,22.6,44,Severe,123
Nutrient Deficiency,227,177,227,22.7,45,Severe,123
Nutrient Deficiency,228,178,228,22.8,46,Severe,123
Nutrient Deficiency,229,179,229,22.9,47,Severe,123
Nutrient Deficiency,230,180,230,23,48,Severe,123
Nutrient Deficiency,231,181,231,23.1,49,Severe,123
Nutrient Deficiency,214,164,214,21.4,43,Severe,124
Nutrient Deficiency,215,165,215,21.5,44,Severe,124
Nutrient Deficiency,216,166,216,21.6,45,Severe,124
Nutrient Deficiency,217,167,217,21.7,46,Severe,124
Nutrient Deficiency,218,168,218,21.8,47,Severe,124
Nutrient Deficiency,219,169,219,21.9,48,Severe,124
Nutrient Deficiency,220,170,220,22,49,Severe,124
Nutrient Deficiency,221,171,221,22.1,50,Severe,124
Nutrient Deficiency,222,172,222,22.2,40,Severe,124
Nutrient Deficiency,207,157,207,20.7,47,Severe,125
Nutrient Deficiency,208,158,208,20.8,48,Severe,125
Nutrient Deficiency,209,159,209,20.9,49,Severe,125
Nutrient Deficiency,210,160,210,21,50,Severe,125
Nutrient Deficiency,211,161,211,21.1,40,Severe,125
Nutrient Deficiency,212,162,212,21.2,41,Severe,125
Nutrient Deficiency,213,163,213,21.3,42,Severe,125
Nutrient Deficiency,200,150,200,20,40,Severe,126
Nutrient Deficiency,201,151,201,20.1,41,Severe,126
Nutrient Deficiency,202,152,202,20.2,42,Severe,126
Nutrient Deficiency,203,153,203,20.3,43,Severe,126
Nutrient Deficiency,204,154,204,20.4,44,Severe,126
Nutrient Deficiency,205,155,205,20.5,45,Severe,126
Nutrient Deficiency,206,156,206,20.6,46,Severe,126
Rust Disease,246,196,246,24.7,49,Severe,127
Rust Disease,247,197,247,24.8,50,Severe,127
Rust Disease,248,198,248,24.9,40,Severe,127
Rust Disease,249,199,249,25,41,Severe,127
Cercospora Leaf Blight,246,196,246,29.7,49,Severe,127
Cercospora Leaf Blight,247,197,247,29.8,50,Severe,127
Cercospora Leaf Blight,248,198,248,29.9,40,Severe,127
Cercospora Leaf Blight,249,199,249,30,41,Severe,127
Rust Disease,234,184,234,23.5,48,Severe,128
Rust Disease,235,185,235,23.6,49,Severe,128
Rust Disease,236,186,236,23.7,50,Severe,128
Rust Disease,237,187,237,23.8,40,Severe,128
Rust Disease,238,188,238,23.9,41,Severe,128
Rust Disease,239,189,239,24,42,Severe,128
Rust Disease,240,190,240,24.1,43,Severe,128
Rust Disease,241,191,241,24.2,44,Severe,128
Rust Disease,242,192,242,24.3,45,Severe,128
Rust Disease,243,193,243,24.4,46,Severe,128
Rust Disease,244,194,244,24.5,47,Severe,128
Rust Disease,245,195,245,24.6,48,Severe,128
Cercospora Leaf Blight,234,184,234,28.5,48,Severe,128
Cercospora Leaf Blight,235,185,235,28.6,49,Severe,128
Cercospora Leaf Blight,236,186,236,28.7,50,Severe,128
Cercospora Leaf Blight,237,187,237,28.8,40,Severe,128
Cercospora Leaf Blight,238,188,238,28.9,41,Severe,128
